738B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 4 
2	 4 	 13.5 
3	 13.5 	 22.43 
4	 23 	 32.5 
5	 32.5 	 42 
6	 42 	 50.99 
7	 51.5 	 61 
8	 61 	 70.5 
9	 70.5 	 77.5 
10	 80 	 84.61 
11	 85 	 94.42 
12	 94.5 	 104 
13	 104 	 108.2 
14	 108.2 	 113.56 
15	 117.8 	 126.7 
16	 127.5 	 129.97 
17	 137.2 	 143.89 
18	 146.8 	 153.57 
19	 156.5 	 165.45 
20	 166.2 	 175.24 
21	 175.8 	 180.26 
22	 185.4 	 191.54 
23	 195 	 196.93 
24	 204.6 	 208.89 
