1198A	2.00	20020627	1	From IR ODP 194, CD-ROM,ch.9,p.56
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.00
2	5.0	9.57
3	14.5	23.83
4	24.0	33.92
5	33.5	43.43
6	43.0	52.29
7	52.5	62.42
8	62.0	71.39
9	71.5	81.54
10	81.0	89.91
11	90.5	100.31
12	100.0	109.82
13	109.5	119.37
14	119.0	128.83
15	128.5	138.03
16	138.0	148.07
17	147.5	157.27
18	157.0	166.94
19	166.5	176.40
20	176.0	186.01
21	185.5	195.05
22	195.0	203.01
23	203.0	205.84
24	212.7	212.70
25	222.4	222.40
26	232.1	232.10
27	241.8	241.80
