1089B	2.00	20000114	1	From IR ODP 177, p.56
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.80
2	4.8	13.72
3	14.3	23.20
4	23.8	32.47
5	33.3	71.95
6	42.8	51.23
7	52.3	60.79
8	61.8	70.07
9	71.3	80.29
10	80.8	88.30
11	90.3	99.14
12	99.8	108.48
13	109.3	117.98
14	118.8	127.19
15	128.3	136.73
16	137.8	146.45
17	147.3	155.33
18	156.8	165.44
19	166.3	175.38
20	175.8	185.25
21	185.3	194.26
22	194.8	204.35
23	204.3	213.73
24	213.8	223.48
25	223.3	232.83
26	232.8	242.06
27	242.3	250.87
28	251.8	257.89
29	257.9	264.96
