1143A	2.00	20020815	1	From IR ODP 184, CD-ROM,ch.4,p.81
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	2.89
2	2.9	12.81
3	12.4	22.32
4	21.9	31.91
5	31.4	41.25
6	40.9	50.98
7	50.4	59.99
8	59.9	69.87
9	69.4	79.21
10	78.9	88.89
11	88.4	98.33
12	97.9	107.85
13	107.4	117.12
14	116.9	126.67
15	126.4	135.52
16	135.9	145.93
17	145.4	154.74
18	154.9	164.42
19	164.4	173.63
20	173.9	183.02
21	183.4	190.48
22	190.4	197.62
23	198.0	202.49
24	202.0	211.72
25	211.6	215.38
26	221.2	230.92
27	230.8	234.24
28	240.4	249.01
29	250.0	259.67
30	259.6	269.26
31	269.2	278.96
32	278.9	288.71
33	288.5	298.13
34	298.1	306.89
35	307.7	317.35
36	317.3	326.92
37	326.9	336.71
38	336.4	345.85
39	346.1	355.07
40	355.7	363.29
41	364.9	373.92
42	374.5	382.29
43	384.2	384.39
44	393.9	400.56
