544A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.8 
2	 7 	 15.98 
3	 16.5 	 20.27 
4	 26 	 29.1 
5	 35.5 	 38.99 
6	 45 	 50.66 
7	 54.5 	 59.07 
8	 64 	 69.36 
9	 73.5 	 78.82 
10	 83 	 91.12 
11	 92.5 	 93.32 
12	 102 	 103.75 
13	 107.5 	 109.45 
14	 111.5 	 116.48 
15	 121 	 126.35 
16	 130 	 131.2 
17	 139 	 139.3 
18	 148 	 148.8 
19	 149.5 	 150.3 
20	 157 	 161.64 
21	 166 	 168.13 
22	 175 	 176 
23	 184 	 184.32 
24	 193 	 193.57 
25	 202 	 202.35 
26	 206.5 	 206.97 
27	 216 	 216.43 
28	 225.5 	 225.95 
