903A	2.00	19970627	1	"From IR ODP, 150, p. 132"
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.33
2	9.5	19.28
3	19.0	28.5	
4	28.5	38.24
5	38.0	47.26
6	47.5	57.5
7	57.0	66.16
8	66.5	76.47
9	76.0	86.25
10	85.5	96.15
11	95.0	105.75
12	104.5	115.08
13	114.0	120.18
14	123.5	133.27
15	133.0	135.73
16	142.5	149.02
17	149.0	153.72
18	154.0	159.94
19	160.0	154.53
20	164.4	169.69
21	169.5	174.21
22	177.8	179.36
23	182.3	186.71
24	191.9	199.21
25	201.4	210.69
26	211.0	220.15
27	220.6	228.94
28	230.3	237.5
29	240.0	247.43
30	249.7	254.83
31	259.3	268.47
32	268.9	276.68
33	278.5	285.65
34	288.2	298.29
35	297.9	306.5
36	307.5	406.93
37	317.2	327.66
38	326.7	336.2
39	336.4	343.44
40	346.0	352.33
41	355.7	362.95
42	365.4	375.31
43	374.9	383.97
44	384.6	394.95
45	394.3	399.77
46	404.0	414.12
47	413.7	423.32
48	423.3	432.57
49	433.0	442.88
50	442.7	451.37
51	452.2	462.1
52	461.9	471.78
53	471.6	481.14
54	481.3	490.17
55	490.9	500.57
56	500.6	506.55
57	510.2	515.65
58	519.9	524.91
59	529.5	539.18
60	539.2	549.04
61	548.9	558.82
62	558.5	568.29
63	567.8	576.65
64	577.5	587.34
65	587.1	596.42
66	596.8	597.03
67	606.3	615.98
68	616.0	625.74
69	625.6	634.33
70	635.2	644.72
71	644.7	654.5
72	654.4	662.91
73	664.1	674.02
74	673.8	683.66
75	683.5	692.93
76	693.1	702.7
