927B	2.00	19981125	1	From IR ODP 154, p.238
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.75
2	5.0	14.66
3	14.5	24.19
4	24.0	33.64
5	33.5	43.17
6	43.0	52.73
7	52.5	62.34
8	62.0	71.85
9	71.5	81.48
10	81.0	90.67
11	90.5	91.33
12	100.0	109.82
13	109.5	119.36
14	119.0	128.99
15	128.5	137.89
16	138.0	147.40
17	147.5	156.82
18	157.0	166.70
19	166.5	176.29
20	176.0	186.04
21	185.5	194.79
22	195.0	205.02
23	204.5	214.16
24	214.0	223.67
25	223.5	232.84
26	233.0	243.06
27	242.5	252.32
28	252.0	262.05
