981A	2.00	19991011	1	From IR ODP 162, p.53
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	6.48
2	6.5	16.27
3	16.0	25.77
4	25.5	35.39
5	35.0	44.62
6	44.5	54.41
7	54.0	63.84
8	63.5	73.46
9	73.0	82.96
10	82.5	89.25
11	92.0	101.70
12	101.5	121.50
13	111.0	120.85
14	120.5	130.51
15	130.0	139.83
16	139.5	149.45
17	149.0	158.84
18	158.5	168.45
19	168.0	177.89
20	177.5	187.32
21	187.0	196.74
22	196.5	206.33
23	206.0	215.66
24	215.5	225.14
25	225.0	234.83
26	234.5	244.22
27	244.0	253.83
28	253.5	263.15
29	263.0	272.84
30	272.5	282.34
31	282.0	291.87
32	291.5	301.27
33	301.0	310.69
34	310.5	320.31
