181	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9 
2	 9 	 18 
3	 18.5 	 24 
4	 28 	 32.5 
5	 37.5 	 41.5 
6	 47 	 51 
7	 56.5 	 61 
8	 66.6 	 74.1 
9	 75.5 	 81.5 
10	 85 	 85 
11	 94.5 	 95.5 
12	 104 	 107.5 
13	 113.5 	 123 
14	 123 	 125.5 
15	 132.5 	 139.5 
16	 142 	 142.5 
17	 151.5 	 159 
18	 161 	 166 
19	 169 	 170 
20	 177 	 178.5 
21	 186.5 	 188 
22	 196 	 196.5 
23	 205.5 	 206 
24	 215 	 216 
25	 224.5 	 227 
26	 234 	 235 
27	 275 	 277 
28	 319.5 	 320 
29	 337.5 	 340.5 
30	 360.5 	 361.5 
