695A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.33 
2	 2.9 	 12.4 
3	 12.4 	 21.92 
4	 22 	 31.3 
5	 31.6 	 40.63 
6	 41.2 	 49.51 
7	 50.8 	 54.77 
8	 60.4 	 67.96 
9	 70 	 75.58 
10	 79.6 	 87.38 
11	 89.2 	 89.2 
12	 89.2 	 97.44 
13	 98.8 	 104.16 
14	 108.5 	 113.02 
15	 118.2 	 125.66 
16	 127.9 	 134.92 
17	 137.6 	 137.6 
18	 137.6 	 143.74 
19	 147.3 	 157 
20	 157 	 166.32 
21	 166.8 	 172.91 
22	 176.5 	 184.28 
23	 186.2 	 193.98 
24	 195.9 	 195.9 
25	 195.9 	 205.05 
26	 205.6 	 208.34 
27	 215.3 	 225 
28	 225 	 228.09 
29	 234.7 	 240.07 
30	 244.4 	 251.15 
31	 254.1 	 254.1 
32	 254.1 	 262.73 
33	 263.8 	 268.65 
34	 273.5 	 281.53 
35	 283.1 	 288 
36	 292.8 	 298.14 
37	 302.4 	 312 
38	 312 	 312 
39	 312 	 320.41 
40	 321.7 	 325.62 
41	 331.4 	 338.54 
42	 341.1 	 341.1 
