717C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 13.5 	 16.32 
3	 17.5 	 17.53 
4	 27 	 27.64 
5	 36.5 	 38.44 
6	 46 	 48.35 
7	 55.5 	 57.65 
8	 65 	 67.58 
9	 74.5 	 74.5 
10	 74.5 	 76.33 
11	 84 	 84.08 
12	 93.5 	 93.62 
13	 103 	 103 
14	 103 	 105.82 
15	 112.5 	 114.95 
16	 122 	 123.66 
17	 131.5 	 131.5 
18	 131.5 	 131.7 
19	 141 	 142.46 
20	 150.5 	 156 
21	 160 	 166.08 
22	 169.5 	 176.6 
23	 179 	 188.5 
24	 188.5 	 198 
25	 198 	 205.67 
26	 207.5 	 217 
27	 217 	 226.29 
28	 226.5 	 234.62 
29	 236 	 245.5 
30	 245.5 	 255 
31	 255 	 258.9 
32	 264.5 	 272.16 
33	 274 	 283.5 
34	 283.5 	 288.78 
35	 293 	 302.5 
36	 302.5 	 312 
37	 312 	 316.14 
38	 321.5 	 327.21 
39	 331 	 332.64 
40	 340.5 	 350 
41	 350 	 350.78 
42	 359.5 	 368.77 
43	 369 	 378.5 
44	 378.5 	 387.95 
45	 388 	 397.5 
46	 397.5 	 403.36 
47	 407 	 411.76 
48	 416.5 	 426 
49	 426 	 432.74 
50	 435.5 	 445 
51	 445 	 451.26 
52	 454.5 	 459.01 
53	 464 	 473.5 
54	 473.5 	 483 
55	 483 	 487.21 
56	 492.5 	 502 
57	 502 	 511.5 
58	 511.5 	 518.83 
59	 521 	 530.5 
60	 530.5 	 534.47 
61	 540 	 543.1 
62	 549.5 	 550.66 
63	 559 	 562.31 
64	 568.5 	 573.45 
65	 578 	 586.42 
66	 587.5 	 594.05 
67	 597 	 600.36 
68	 606.5 	 614.86 
69	 616 	 620.41 
70	 625.5 	 634.92 
71	 635 	 643.03 
72	 644.5 	 648.14 
73	 654 	 656.56 
74	 663.5 	 665.69 
75	 673 	 678.63 
76	 682.5 	 688.54 
77	 692 	 701.5 
78	 701.5 	 711 
79	 711 	 720.31 
80	 720.5 	 725.51 
81	 730 	 731.3 
82	 739.5 	 740.73 
83	 749 	 750.15 
84	 758.5 	 763.11 
85	 768 	 777.5 
86	 777.5 	 778.07 
87	 787 	 790.39 
88	 796.5 	 797.83 
89	 806 	 806.8 
90	 809.2 	 811.22 
91	 818.7 	 824.91 
