642E	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 56 	 65.7 
2	 210 	 213.6 
3	 322.5 	 324 
4	 326.5 	 328 
5	 334.9 	 339.08 
6	 344.6 	 347.15 
7	 354.3 	 357.51 
8	 363.9 	 364.21 
9	 365.9 	 368.9 
10	 373.5 	 376.78 
11	 383.2 	 385.1 
12	 387.2 	 388.2 
13	 394.8 	 396.51 
14	 399.8 	 401.5 
15	 405.3 	 413 
16	 414.8 	 419.22 
17	 424.3 	 429.19 
18	 432.7 	 438.71 
19	 442.1 	 448.01 
20	 451.6 	 456.4 
21	 461 	 467.49 
22	 470.5 	 478.01 
23	 479.9 	 483.4 
24	 489.4 	 491.35 
25	 493.4 	 498.38 
26	 501.8 	 508.4 
27	 511.2 	 517.01 
28	 520.6 	 525.75 
29	 530 	 532.74 
30	 539.5 	 546.91 
31	 549 	 554.81 
32	 558.4 	 562.5 
33	 564.9 	 571.7 
34	 574.4 	 575.2 
35	 583.9 	 589.56 
36	 593.4 	 596.41 
37	 602.8 	 604.9 
38	 612.2 	 617.2 
39	 621.6 	 621.66 
40	 631.1 	 634.7 
41	 640.6 	 645.11 
42	 650.1 	 653.11 
43	 659.6 	 659.6 
44	 669.1 	 669.13 
45	 678.6 	 684.11 
46	 688.1 	 693 
47	 697.6 	 698.9 
48	 707.1 	 707.14 
49	 716.5 	 716.54 
50	 716.6 	 718.8 
51	 723.3 	 723.6 
52	 723.8 	 729.2 
53	 729.2 	 732.9 
54	 738.7 	 743.83 
55	 748.2 	 752.4 
56	 757.6 	 758.3 
57	 759.1 	 764.3 
58	 766.1 	 772.3 
59	 775.5 	 779.51 
60	 784.9 	 787.6 
61	 794.3 	 797.1 
62	 803.8 	 805.1 
63	 809.8 	 814.11 
64	 815.8 	 822.5 
65	 825.2 	 826.7 
66	 834.7 	 839.4 
67	 844.2 	 847 
68	 853.7 	 856.6 
69	 863.2 	 867.41 
70	 872.7 	 874.7 
71	 880.7 	 886 
72	 890.1 	 892.5 
73	 896.3 	 901.5 
74	 902.4 	 909.91 
75	 911.9 	 914.6 
76	 921.4 	 923.9 
77	 930.9 	 934.8 
78	 940.4 	 943.49 
79	 949.9 	 952.61 
80	 959.3 	 962.4 
81	 968.3 	 971.3 
82	 977.8 	 978.8 
83	 987.3 	 989.5 
84	 996.8 	 998.3 
85	 1006.3 	 1013.31 
86	 1015.8 	 1020.21 
87	 1025.3 	 1027.9 
88	 1034.8 	 1037.1 
89	 1044.3 	 1045.9 
90	 1053.8 	 1057.6 
91	 1063.3 	 1066.4 
92	 1072.8 	 1075.4 
93	 1078.8 	 1085 
94	 1085 	 1091.81 
95	 1094.5 	 1096.4 
96	 1101.9 	 1102.4 
97	 1108.9 	 1111.9 
98	 1115.8 	 1118.9 
99	 1125.2 	 1128.01 
100	 1134.7 	 1136.6 
101	 1144.1 	 1146.6 
102	 1153.5 	 1157.2 
103	 1163 	 1165 
104	 1166.5 	 1170.4 
105	 1172.5 	 1178.31 
106	 1181.9 	 1183.3 
107	 1191.4 	 1197.11 
108	 1200.9 	 1203.9 
109	 1210.4 	 1212.4 
110	 1219.9 	 1220.4 
