254	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.2 
2	 5.5 	 15 
3	 15 	 24.5 
4	 24.5 	 33.5 
5	 34 	 43.1 
6	 43.5 	 52.7 
7	 53 	 62.5 
8	 62.5 	 71.8 
9	 72 	 75.3 
10	 81.5 	 90.5 
11	 91 	 99.3 
12	 100.5 	 106.5 
13	 110 	 110 
14	 119.5 	 119.5 
15	 127.5 	 127.5 
16	 137 	 137 
17	 138.5 	 139.5 
18	 148 	 156 
19	 157.5 	 167 
20	 167 	 176.2 
21	 186 	 186 
22	 195.5 	 195.5 
23	 200 	 200 
24	 209.5 	 210.2 
25	 219 	 228 
26	 228.5 	 229 
27	 238 	 241.5 
28	 247.5 	 247.8 
29	 257 	 257.5 
30	 266.5 	 267.8 
31	 276 	 276.6 
32	 285.5 	 286.2 
33	 300 	 301.2 
34	 309.5 	 309.7 
35	 310 	 314.1 
36	 315 	 319 
37	 324.5 	 324.5 
38	 334 	 335.2 
