716B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 3.05 
2	 3.9 	 13.37 
3	 13.5 	 22.52 
4	 23.1 	 32.2 
5	 32.8 	 42.5 
6	 42.5 	 52.1 
7	 52.1 	 61.7 
8	 61.7 	 71.33 
9	 71.4 	 80.99 
10	 81.1 	 90.7 
11	 90.7 	 100.3 
12	 100.3 	 109.89 
13	 110 	 119.7 
14	 119.7 	 129.3 
15	 129.3 	 138.9 
16	 138.9 	 148.6 
17	 148.6 	 158.3 
18	 158.3 	 167.9 
19	 167.9 	 177.5 
20	 177.5 	 187.2 
21	 187.2 	 196.9 
22	 196.9 	 206.5 
23	 206.5 	 216.1 
24	 216.1 	 225.8 
25	 225.8 	 235.5 
26	 235.5 	 245.1 
27	 245.1 	 254.7 
28	 254.7 	 264.4 
