514	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 1.19 
2	 1.2 	 5.49 
3	 5.6 	 9.59 
4	 10 	 14.4 
5	 14.4 	 18.8 
6	 18.8 	 23.2 
7	 23.2 	 23.2 
8	 27.6 	 31.21 
9	 32 	 36.36 
10	 36.4 	 40.8 
11	 40.8 	 43.16 
12	 45.2 	 48.45 
13	 49.6 	 54 
14	 54 	 57.64 
15	 58.4 	 62.76 
16	 62.8 	 67.2 
17	 67.2 	 71.6 
18	 71.6 	 76 
19	 76 	 80.37 
20	 80.4 	 84.54 
21	 84.8 	 89.2 
22	 89.2 	 93.6 
23	 93.6 	 97.02 
24	 98 	 102.1 
25	 102.4 	 106.8 
26	 106.8 	 110.81 
27	 111.2 	 114.1 
28	 115.6 	 119.78 
29	 120 	 124.4 
30	 124.4 	 128.71 
31	 128.8 	 133.15 
32	 133.2 	 137.57 
33	 137.6 	 142 
34	 142 	 146.23 
35	 146.4 	 150.8 
