928B	2.00	19981125	1	From IR ODP 154, p.284
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.81
2	4.0	13.60
3	13.5	23.19
4	23.0	32.45
5	32.5	42.07
6	42.0	51.55
7	51.5	61.24
8	61.0	70.48
9	70.5	79.93
10	80.0	89.90
11	89.5	99.38
12	99.0	108.43
13	108.5	118.29
14	118.0	127.36
15	127.5	136.94
16	137.0	137.05
17	146.5	147.35
18	156.2	166.01
19	165.9	175.85
20	175.5	185.17
21	185.2	194.76
22	194.8	200.60
23	204.5	213.96
24	214.2	224.03
25	223.9	233.11
26	233.6	235.38
27	243.2	251.74
28	252.9	262.56
29	262.5	267.64
30	271.8	274.11
31	281.5	290.70
32	291.2	299.19
33	300.9	310.66
34	310.7	320.44
35	320.4	330.17
36	330.0	339.79
37	339.7	347.80
38	349.3	357.70
39	358.9	367.97
40	368.2	377.30
41	377.8	386.65
42	387.5	396.86
43	396.8	406.61
44	406.4	416.23
45	416.0	425.82
46	425.7	435.55
47	435.3	443.68
48	445.0	454.72
49	454.6	464.32
50	464.2	470.79
51	473.9	483.65
52	483.6	491.94
53	493.3	496.85
54	502.9	512.78
55	512.6	521.06
56	522.2	532.02
