905A	2.00	19970630	1	"From IR ODP, 150, p. 259"
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	20.0	29.42
2	29.5	36.8
3	36.0	45.94
4	45.5	54.83
5	55.0	60.74
6	61.0	62.94
7	63.0	71.98
8	72.0	80.0
9	80.0	89.18
10	89.0	98.99
11	98.5	106.31
12	106.5	111.62
13	111.5	120.95
14	121.0	121.04
15	126.0	134.48
16	134.5	138.98
17	144.1	151.23
18	153.8	153.8
19	163.4	165.65
20	173.1	173.94
21	182.7	191.2
22	192.2	195.28
23	195.7	197.52
24	201.5	213.16
25	211.0	215.09
26	215.0	218.7
27	219.0	224.54
28	224.0	231.36
29	232.4	241.93
30	242.0	251.08
31	251.7	260.91
32	261.3	270.69
33	271.0	279.88
34	280.6	290.4
35	290.2	299.58
36	299.6	306.79
37	308.9	314.51
38	318.3	327.96
39	327.7	335.93
40	337.3	346.62
41	347.0	356.55
42	356.6	366.45
43	366.2	375.87
44	375.9	385.32
45	385.5	394.95
46	395.2	404.68
47	404.8	414.36
48	414.5	424.01
49	423.8	432.47
50	433.3	444.61
51	443.0	452.87
52	452.7	464.19
53	462.3	472.12
54	472.0	482.36
55	481.6	490.25
56	491.3	501.11
57	500.6	511.1
58	510.2	519.93
59	519.9	529.68
60	529.5	538.92
61	539.1	548.34
62	548.8	554.91
63	558.5	568.31
64	568.2	576.49
65	577.8	587.07
66	587.4	597.27
67	597.1	605.5
68	606.7	617.48
69	616.3	626.2
70	626.0	633.83
71	635.6	645.29
72	645.2	654.6
73	654.9	664.46
74	664.5	674.23
75	674.2	684.14
76	683.8	694.36
77	693.4	703.83
78	702.9	712.66
79	712.6	722.41
80	722.2	732.62
81	731.8	742.5
82	741.5	752.15
83	751.1	761.64
84	760.7	770.56
85	770.4	780.69
86	780.1	790.01
87	798.7	789.62
88	799.4	809.31
89	809.1	818.9
90	818.7	828.22
91	828.4	839.25
92	838.0	849.26
93	847.7	859.02
94	857.4	867.89
95	867.0	877.0
96	876.6	878.07
97	886.2	887.23
98	887.9	888.26
99	890.0	890.1
100	895.5	898.23
101	897.6	897.6
102	899.6	901.65
103	904.6	905.24
104	909.6	909.66
