1007B	2.00	20000824	1	From IR ODP 166, p.294
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	9.90
2	9.5	19.40
3	19.0	25.80
4	28.5	37.60
5	40.0	50.10
6	49.5	57.00
7	57.5	67.20
8	67.0	75.70
9	76.5	84.90
10	84.7	91.80
11	91.7	97.80
12	101.2	102.50
13	110.6	117.10
14	120.0	123.00
15	129.5	138.20
16	138.5	145.30
17	147.4	155.20
18	156.8	158.80
19	166.1	167.60
20	175.4	175.90
21	184.7	185.10
22	193.9	193.90
23	203.1	211.90
24	212.4	221.90
25	221.5	230.20
26	230.6	239.90
27	239.8	248.60
28	249.1	255.10
29	258.4	262.20
30	267.7	274.60
31	276.9	277.40
32	286.0	288.60
33	295.1	296.10
34	304.3	306.00
35	313.6	314.00
36	322.8	323.50
37	332.0	333.00
38	341.1	343.40
39	350.2	351.80
40	359.4	360.80
41	368.5	369.20
