585	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.71 
2	 255.9 	 256.25 
3	 265.5 	 266.56 
4	 275.1 	 275.48 
5	 279.1 	 279.45 
6	 284.6 	 286.96 
7	 293.7 	 293.88 
8	 302.9 	 306.01 
9	 312 	 312.84 
10	 321.2 	 322.08 
11	 330.3 	 333.06 
12	 339.5 	 341.76 
13	 348.6 	 351.11 
14	 357.8 	 360.69 
15	 366.9 	 368.75 
16	 380.4 	 381.86 
17	 389.5 	 392.04 
18	 398.7 	 400.58 
19	 407.8 	 408.62 
20	 417 	 420.96 
21	 426.1 	 426.66 
22	 435.3 	 435.3 
23	 444.4 	 444.57 
24	 453.6 	 453.76 
25	 462.7 	 462.94 
26	 476.3 	 477 
27	 485.4 	 490.97 
28	 494.6 	 501.04 
29	 503.7 	 506.73 
30	 512.9 	 514.55 
31	 522 	 527.72 
32	 531.2 	 537.51 
33	 540.3 	 541.3 
34	 549.5 	 553.09 
35	 558.6 	 561.11 
36	 572.1 	 572.95 
37	 581.2 	 582.44 
38	 590.4 	 591.1 
39	 599.5 	 601.83 
40	 608.7 	 609.35 
41	 617.8 	 618.12 
42	 627 	 631.71 
43	 636.1 	 643.08 
44	 645.3 	 652.74 
45	 654.4 	 659.22 
46	 667.8 	 673.59 
47	 676.9 	 683.52 
48	 686.1 	 689.3 
49	 695.2 	 703.83 
50	 704.4 	 709.75 
51	 713.5 	 720.8 
52	 722.7 	 729.32 
53	 731.8 	 734.68 
54	 741 	 744.65 
55	 750.1 	 758.4 
