550	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 5.45 
2	 99.5 	 100.61 
3	 109 	 113.31 
4	 118.5 	 124.15 
5	 128 	 137.5 
6	 137.5 	 147 
7	 147 	 155.15 
8	 156.5 	 163.67 
9	 166 	 175.18 
10	 175.5 	 180.06 
11	 185 	 189.33 
12	 194.5 	 201.16 
13	 204 	 205.7 
14	 213.5 	 218.18 
15	 223 	 224.04 
16	 232.5 	 238.07 
17	 242 	 245.85 
18	 251.5 	 256.72 
19	 261 	 264.47 
20	 270.5 	 270.76 
21	 280 	 284.53 
22	 289.5 	 297.17 
23	 299 	 306.52 
24	 308.5 	 315.98 
25	 318 	 325.77 
26	 327.5 	 329.23 
27	 337 	 346.5 
28	 346.5 	 354.56 
29	 356 	 364.17 
30	 365.5 	 374.29 
31	 375 	 382.49 
32	 384.5 	 394 
33	 394 	 401.17 
34	 403.5 	 413 
35	 413 	 422.01 
36	 422.5 	 428.48 
37	 432 	 439.74 
38	 441.5 	 450.27 
39	 451 	 458.99 
40	 460.5 	 461.64 
41	 470 	 472.92 
42	 479.5 	 482.06 
43	 489 	 493.77 
44	 498.5 	 498.55 
45	 508 	 508 
46	 517.5 	 517.5 
47	 522 	 526.6 
48	 527 	 527 
