709C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 5.8 
2	 5.8 	 15.4 
3	 15.4 	 25.1 
4	 25.1 	 34.7 
5	 34.7 	 44.3 
6	 44.3 	 53.9 
7	 53.9 	 63.6 
8	 63.6 	 73.2 
9	 73.2 	 82.74 
10	 82.9 	 92.5 
11	 92.5 	 99.8 
12	 102.2 	 111.8 
13	 111.8 	 121.4 
14	 121.4 	 131.1 
15	 131.1 	 140.8 
16	 140.8 	 150.5 
17	 150.5 	 160.2 
18	 160.2 	 169.9 
19	 169.9 	 179.5 
20	 179.5 	 189.1 
21	 189.1 	 198.34 
22	 198.7 	 206.52 
23	 208.4 	 216.09 
24	 218 	 226.04 
25	 227.7 	 235.54 
26	 237.4 	 246.67 
27	 247 	 253.61 
28	 256.7 	 261.44 
29	 266.4 	 275.91 
30	 276.1 	 284.78 
31	 285.8 	 294.32 
32	 295.4 	 305.06 
33	 305.1 	 313.51 
34	 314.8 	 323.95 
35	 324.4 	 334.03 
36	 334.1 	 339.78 
37	 343.9 	 353.56 
