1096A	2.00	20002030	1	From IR ODP 178, CD-ROM ch.5, p.101
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	7.74
2	7.7	17.57
3	17.2	25.28
4	26.7	32.94
5	36.2	45.80
6	45.7	54.99
7	55.2	64.52
8	64.7	74.31
9	74.2	83.78
10	83.7	89.63
11	93.2	102.22
12	102.7	104.65
13	112.2	114.76
14	121.7	131.92
15	131.2	138.71
