483	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 .5 
2	 1 	 5.6 
3	 10.5 	 16.5 
4	 20 	 24.4 
5	 29.5 	 37.11 
6	 39 	 43.55 
7	 48.5 	 55.46 
8	 58 	 63.74 
9	 67.5 	 77 
10	 77 	 79.75 
11	 86.5 	 93.81 
12	 96 	 105.5 
13	 105.5 	 110.17 
14	 115 	 117.28 
15	 124 	 127.32 
16	 133 	 135.76 
17	 142 	 145 
18	 151 	 155.95 
19	 160 	 160.08 
20	 169 	 170.79 
21	 178 	 181 
22	 182.5 	 187 
23	 187 	 189.5 
24	 191.5 	 193.65 
25	 196 	 197.9 
26	 200 	 203.8 
