897C	2.00	19951025	1	From IR ODP, 149, p. 45
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	49.9	53.89
2	59.9	61.91
3	69.6	70.91
4	79.2	79.91
5	88.9	91.43
6	98.5	99.55
7	108.2	109.38
8	117.9	122.25
9	127.5	129.30
10	137.2	139.57
11	146.8	150.17
12	156.6	165.14
13	166.1	166.10
14	175.8	181.75
15	185.4	190.62
16	195.1	200.31
17	204.7	208.25
18	214.4	215.18
19	224.1	229.77
20	233.8	236.82
21	243.4	245.21
22	253.0	257.70
23	262.7	266.84
24	272.3	274.41
25	282.0	284.22
27	301.2	301.72
28	310.9	317.81
29	320.5	329.13
30	330.2	339.95
31	339.9	348.69
32	349.5	349.50
33	359.1	368.92
34	368.8	379.64
35	378.4	387.55
36	388.1	397.65
37	397.8	405.47
38	407.4	416.68
39	417.1	424.07
40	426.7	435.88
41	436.4	441.28
42	446.0	453.73
43	455.6	462.73
44	465.3	470.52
45	475.0	482.15
46	484.6	490.24
47	494.2	502.49
48	503.9	512.01
49	513.6	520.07
50	523.2	527.80
51	532.8	537.00
52	542.4	546.70
53	552.1	556.07
54	561.8	567.02
55	571.5	577.38
56	581.1	590.25
57	590.7	598.02
58	600.5	606.14
59	610.1	614.79
60	619.7	423.74
61	629.4	634.66
62	639.1	644.00
63	648.7	651.09
64	658.4	663.00
65	668.0	670.93
66	677.3	681.25
67	686.9	689.94
68	696.6	696.00
69	706.2	707.46
70	710.2	713.30
71	719.9	719.36
72	725.6	728.59
73	735.3	740.05
