222	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6 
2	 53 	 54.1 
3	 101 	 106.3 
4	 119 	 120.2 
5	 128 	 136.4 
6	 137 	 141.6 
7	 146 	 147.9 
8	 184 	 191 
9	 213 	 217.5 
10	 261 	 261 
11	 307 	 308.7 
12	 353 	 356 
13	 399 	 404.9 
14	 408 	 412.6 
15	 427 	 428.8 
16	 445 	 446.5 
17	 463 	 463.3 
18	 492 	 494.3 
19	 540 	 544 
20	 587 	 591 
21	 634 	 639.7 
22	 690 	 699 
23	 747 	 752.8 
24	 804 	 809.6 
25	 861 	 870 
26	 916 	 916 
27	 925 	 927.5 
28	 982 	 989 
29	 1041 	 1050 
30	 1097 	 1097.3 
31	 1126 	 1135 
32	 1160 	 1169 
33	 1211 	 1219.4 
34	 1258 	 1267 
35	 1286 	 1295 
36	 1295 	 1298.6 
