1197B	2.00	20020627	1	From IR ODP 194, CD-ROM,ch.8,p.63
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	50.0	50.00
2	59.6	60.38
3	69.2	69.23
4	78.8	78.80
5	88.5	88.51
6	98.2	98.26
7	107.8	107.80
8	117.4	117.42
9	127.0	127.10
10	136.6	136.60
11	146.2	146.25
12	155.8	155.85
13	165.4	165.45
14	175.0	175.30
15	184.6	185.05
16	194.2	194.70
17	203.8	204.22
18	213.4	213.63
19	223.0	223.29
20	232.7	232.95
21	242.3	242.60
22	251.9	252.06
23	261.5	261.75
24	271.2	271.46
25	280.8	281.83
26	290.4	290.40
27	300.0	300.30
28	309.7	311.32
29	319.3	320.76
30	328.9	329.21
31	338.6	340.27
32	348.2	349.30
33	357.8	358.24
34	367.4	368.28
35	377.1	381.69
36	386.7	390.44
37	396.3	398.30
38	405.9	412.69
39	415.5	424.53
40	425.1	431.72
41	434.6	439.00
42	444.3	448.54
43	453.9	456.20
44	463.6	472.95
45	473.2	482.63
46	482.8	492.53
47	492.4	500.57
48	502.0	510.66
49	511.6	515.31
50	521.2	531.08
51	530.8	537.36
52	540.5	550.42
53	550.1	557.27
54	559.8	569.39
55	569.4	579.35
56	579.0	586.32
57	588.6	598.43
58	598.2	607.37
59	607.9	612.50
60	617.2	621.35
61	626.8	631.16
62	636.5	641.48
63	646.1	651.06
64	655.7	658.34
65	665.3	666.73
