588B	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.79 
2	 7.8 	 17.4 
3	 17.4 	 26.97 
4	 27 	 35.91 
5	 36.6 	 46.2 
6	 46.2 	 54.12 
7	 55.8 	 64.97 
8	 65.4 	 73.48 
9	 75 	 84.58 
10	 84.6 	 88.64 
11	 94.2 	 103.69 
12	 103.8 	 113.4 
13	 113.4 	 122.82 
14	 123 	 132.6 
15	 132.6 	 141.9 
16	 142.2 	 151.34 
17	 151.8 	 161.4 
18	 161.4 	 170.85 
19	 171 	 180.6 
20	 180.6 	 190.2 
21	 190.2 	 199.67 
22	 199.8 	 209.1 
23	 209.4 	 219 
24	 219 	 227.91 
25	 228.6 	 233.6 
26	 233.6 	 238.6 
27	 238.6 	 243.6 
28	 243.6 	 248.6 
29	 248.6 	 255.55 
30	 258.2 	 261.99 
31	 267.8 	 273.53 
