858A	2.00	19990818	1	From IR ODP 139, p.433
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.33
2	2.4	12.33
3	11.9	21.62
4	21.4	31.37
5	30.9	40.55
6	40.4	45.11
7	49.9	58.99
8	58.9	62.54
9	62.5	72.09
10	71.9	72.36
11	72.9	73.96
12	81.6	82.29
13	91.3	91.30
14	101.0	101.33
15	110.6	111.79
16	120.3	121.06
17	129.9	130.70
18	139.6	143.33
19	149.3	149.78
20	159.0	165.13
21	168.6	172.57
22	178.2	178.62
23	187.9	189.36
24	197.6	198.70
25	207.3	208.11
26	216.9	217.15
27	226.6	227.48
28	236.2	236.49
29	245.9	246.40
30	255.6	256.84
31	265.3	266.56
32	274.5	274.79
33	281.7	281.70
34	291.5	291.74
35	301.4	301.56
36	311.2	311.28
37	315.2	315.41
38	322.7	322.85
39	332.4	332.57
