760B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 89.9 	 91.08 
3	 99.4 	 101.46 
4	 108.9 	 110.28 
5	 118.4 	 118.4 
6	 283 	 285.77 
7	 292.5 	 296.32 
8	 302 	 306.59 
9	 311.5 	 316.4 
10	 321 	 324.36 
11	 330.5 	 335.69 
12	 340 	 344.25 
13	 349.5 	 353.04 
14	 359 	 365.03 
15	 368.5 	 371.01 
16	 378 	 384.2 
17	 387.5 	 392.44 
18	 397 	 400.16 
19	 406.5 	 412.87 
20	 416 	 423.49 
21	 425.5 	 431.72 
22	 435 	 441 
23	 444.5 	 451.13 
24	 454 	 454.14 
25	 463.5 	 466.96 
26	 468 	 472.54 
27	 477.5 	 487 
28	 487 	 493.32 
29	 496.5 	 502.66 
