583D	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 46.8 	 46.9 
2	 56.4 	 56.41 
3	 66 	 67.19 
4	 75.6 	 76.68 
5	 85.3 	 86.33 
6	 95 	 98.98 
7	 104.7 	 106.09 
8	 114.2 	 115.8 
9	 123.7 	 127.52 
10	 133.2 	 134.28 
11	 142.9 	 144.85 
12	 152.6 	 156.38 
13	 162.3 	 164.39 
14	 172 	 176.93 
15	 181.7 	 185.09 
16	 191.4 	 196.14 
17	 201 	 203.33 
18	 210.6 	 210.99 
19	 220.2 	 223.76 
20	 229.9 	 230.82 
21	 239.6 	 239.71 
22	 249.3 	 257.4 
23	 259 	 261.22 
24	 268.7 	 277.1 
25	 278.4 	 280.97 
26	 288 	 288.02 
27	 297.6 	 297.6 
28	 307.2 	 307.64 
29	 316.9 	 321.4 
