1168A	2.00	20020819	1	From IR ODP 189, CD-ROM,ch.3,p.119-121
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	7.26
2	7.3	17.02
3	16.8	26.74
4	26.3	35.80
5	35.8	45.99
6	45.3	55.27
7	54.8	64.98
8	64.3	73.63
9	73.8	83.03
10	83.3	93.46
11	92.8	102.64
12	102.3	102.11
13	111.8	116.00
14	118.5	125.86
15	128.1	132.94
16	137.7	144.91
17	147.3	154.36
18	156.9	164.93
19	166.5	175.38
20	176.1	184.25
21	185.7	194.67
22	195.4	205.16
23	205.0	214.74
24	214.6	224.31
25	224.2	233.17
26	233.8	243.57
27	243.4	253.32
28	253.0	260.33
29	262.6	272.38
30	272.2	281.53
31	281.8	291.64
32	291.4	301.03
33	300.7	310.02
34	310.0	319.90
35	319.6	328.87
36	329.2	339.07
37	338.8	348.64
38	348.4	357.92
39	358.0	367.53
40	367.6	376.59
41	377.3	387.12
42	386.9	396.66
43	396.5	406.06
44	406.1	415.52
45	415.7	425.55
46	425.3	435.15
47	434.9	444.27
48	444.5	454.24
49	454.1	463.74
50	463.7	482.35
51	473.3	483.21
52	482.9	492.11
53	492.5	501.51
54	502.1	511.79
55	511.7	521.20
56	521.4	529.60
57	531.1	540.56
58	540.7	550.64
59	550.4	560.37
60	560.0	569.19
61	569.6	578.36
62	579.2	587.27
63	588.8	597.35
64	598.4	608.42
65	608.0	616.58
66	617.6	625.54
67	627.2	634.16
68	636.8	645.99
69	646.4	654.99
70	656.1	661.55
71	665.8	673.98
72	675.4	682.01
73	685.0	691.67
74	694.7	672.39
75	704.3	704.04
76	713.9	722.89
77	723.6	733.46
78	733.2	743.23
79	742.8	752.58
80	752.4	762.04
81	762.0	717.87
82	771.6	781.05
83	781.2	790.93
84	790.8	799.57
85	800.4	809.11
86	809.9	818.38
87	819.5	828.41
88	829.1	837.75
89	838.7	847.81
90	848.3	850.33
91	855.4	863.42
92	861.4	871.13
93	867.5	876.05
94	873.5	875.20
95	877.5	880.45
