443	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.86 
2	 7 	 12.99 
3	 16.5 	 25.77 
4	 26 	 30.88 
5	 35.5 	 40.78 
6	 45 	 52.79 
7	 54.5 	 63.7 
8	 64 	 70.18 
9	 73.5 	 82.22 
10	 83 	 92.34 
11	 92.5 	 100.93 
12	 102 	 104.34 
13	 111.5 	 112.05 
14	 121 	 129.72 
15	 130.5 	 139.98 
16	 140 	 142.6 
17	 140 	 142.6 
18	 159 	 163.43 
19	 168.5 	 171.6 
20	 178 	 180.77 
21	 187.5 	 189.83 
22	 197 	 200.06 
23	 206.5 	 212.81 
24	 216 	 224.34 
25	 225.5 	 229.43 
26	 235 	 238.22 
27	 244.5 	 249.93 
28	 254 	 256.3 
29	 263.5 	 270.25 
30	 273 	 276 
31	 282.5 	 289.41 
32	 292 	 293.66 
33	 301.5 	 305.14 
34	 311 	 317.77 
35	 320.5 	 323.88 
36	 330 	 337.1 
37	 339.5 	 341.1 
38	 349 	 350.75 
39	 358.5 	 361.02 
40	 368 	 371.15 
41	 377.5 	 378.49 
42	 387 	 389.05 
43	 396.5 	 399.88 
44	 406 	 406.2 
45	 415.5 	 418.37 
46	 425 	 427.65 
47	 434.5 	 435.41 
48	 444 	 445.65 
49	 453.5 	 458.8 
50	 463 	 467.92 
51	 472.5 	 472.67 
52	 477.5 	 482 
53	 482 	 486.19 
54	 491.5 	 501 
55	 501 	 503.82 
56	 504.5 	 508.99 
57	 510.5 	 513.1 
58	 520 	 525.77 
59	 529.5 	 536.06 
60	 539 	 547.61 
61	 548.5 	 553.78 
62	 558 	 562.6 
63	 567.5 	 577.5 
64	 577.5 	 581.5 
