1091A	2.00	20000114	1	From IR ODP 177, p.60
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	6.89
2	6.9	14.48
3	16.4	25.45
4	25.9	34.70
5	35.4	44.15
6	44.9	54.07
7	54.4	63.76
8	63.9	70.67
9	73.4	81.53
10	82.9	92.23
11	92.4	101.75
12	101.9	109.35
13	111.4	121.18
14	120.9	130.59
15	130.4	138.47
16	139.9	148.39
17	149.4	157.82
18	158.9	166.94
19	168.4	175.75
20	177.9	184.80
21	187.4	195.06
22	196.9	204.29
23	206.4	213.73
24	215.9	225.54
25	225.4	235.24
26	234.9	234.08
27	244.4	254.28
28	253.9	263.27
29	263.4	273.20
30	272.9	281.48
31	282.4	289.81
32	291.9	299.22
33	301.4	310.40
