1130B	2.00	20020416	1	From IR ODP 182, CD-ROM,ch.8,p.72
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	3.93
2	4.0	12.75
3	13.5	13.60
4	23.0	32.95
5	32.5	41.95
6	42.0	49.33
7	51.5	60.67
8	61.0	70.63
9	70.5	80.44
10	80.0	89.16
11	89.5	99.11
12	99.0	107.94
13	108.5	118.46
14	118.0	127.87
15	127.5	137.36
16	137.0	146.14
17	146.5	156.23
18	156.0	165.89
19	165.6	175.44
20	175.3	184.96
21	185.0	194.86
22	194.7	204.49
23	204.4	214.06
24	214.1	223.20
25	223.8	233.55
26	233.5	243.28
27	243.1	252.98
28	252.7	262.56
29	262.3	272.15
30	272.0	281.83
31	281.6	291.49
32	291.2	301.08
33	300.8	310.56
