1062E	2.00	20011227	1	From IR ODP, 172, p. 163
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	3.79
2	3.8	13.29
3	13.3	23.13
4	22.8	32.38
5	32.3	42.00
6	41.8	51.38
7	51.3	61.17
8	60.8	70.41
9	70.3	80.34
10	79.8	89.47
11	89.3	99.25
12	98.8	108.75
13	108.3	117.80
14	117.8	126.92
15	127.3	137.23
16	136.8	145.08
17	145.1	150.68
18	151.1	159.63
19	160.7	166.28
20	170.4	177.82
21	179.9	188.59
22	189.5	199.56
23	199.2	209.07
