884C	2.00	19960327	1	From IR ODP, 145, p. 215
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.40
2	2.4	12.09
3	11.9	20.82
4	21.4	29.38
5	30.9	40.67
6	40.4	50.32
7	49.9	57.77
8	59.4	69.05
9	68.9	77.58
10	78.4	83.64
11	88.2	89.12
12	97.8	103.52
13	107.4	116.55
14	117.0	119.27
15	126.7	135.98
16	136.3	145.77
17	146.0	154.84
18	155.7	165.19
19	165.3	174.96
20	175.0	184.60
21	184.6	194.25
22	194.3	203.95
23	204.0	213.84
24	213.6	223.08
25	223.3	233.09
26	232.9	241.67
27	242.5	252.05
28	252.2	262.13
29	261.8	271.62
30	271.4	272.07
31	281.1	290.67
32	290.7	300.58
33	300.4	300.40
34	310.1	312.24
35	319.7	329.46
36	329.2	338.99
37	338.7	348.43
38	348.2	349.22
