935A	2.00	19980722	1	From IR ODP 155, p.276
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.52
2	3.5	13.14
3	13.0	23.13
4	22.5	32.92
5	32.0	42.29
6	41.5	51.96
7	51.0	61.00
8	60.5	69.83
9	70.0	80.34
10	79.5	80.30
11	89.0	99.28
12	98.5	104.62
13	104.6	104.60
14	112.7	117.38
15	122.3	131.45
16	132.0	134.66
17	141.7	150.75
18	151.4	157.13
19	160.9	160.90
20	170.4	178.87
21	180.0	185.68
22	189.6	190.74
23	199.3	200.41
24	209.0	209.70
25	218.6	225.75
26	228.2	235.80
27	237.8	244.40
28	247.4	253.75
29	257.1	265.95
30	266.7	273.62
31	276.3	284.33
32	286.0	292.68
33	295.7	304.60
34	305.3	311.16
35	315.0	322.99
36	324.7	334.14
37	334.3	340.91
38	343.9	349.49
39	353.5	353.50
40	363.0	369.03
