846B	2.00	19951106	1	From IR ODP, 138/part 1, p. 266
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	7.05
2	7.0	16.89
3	16.5	26.17
4	26.0	36.06
5	35.5	45.54
6	45.0	53.94
7	54.5	64.26
8	64.0	73.96
9	73.5	83.07
10	83.0	93.23
11	92.5	102.26
12	102.0	111.80
13	111.5	121.65
14	121.0	130.78
15	130.5	140.62
16	140.0	149.82
17	149.5	159.65
18	159.0	169.17
19	168.5	178.65
20	178.0	187.85
21	187.5	197.68
22	197.0	207.10
23	206.5	216.26
24	216.2	225.78
25	225.9	232.32
26	235.6	235.61
27	245.2	253.56
28	254.9	264.87
29	264.2	273.74
30	273.9	283.75
31	283.5	293.34
32	293.1	302.38
33	302.8	312.68
34	312.4	322.29
35	322.0	331.72
36	331.7	341.53
37	341.3	345.01
38	351.0	360.20
39	360.6	360.60
40	370.3	378.19
41	379.9	387.11
42	389.6	390.96
43	399.3	399.41
44	408.9	414.14
45	418.6	420.09
