1091D	2.00	20001401	1	From IR ODP 177,p.61
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	3.61
2	3.6	6.670
3	13.1	17.07
4	22.6	27.50
5	32.1	36.22
6	41.6	49.85
7	51.1	59.04
8	60.6	67.88
9	70.1	79.79
10	79.6	87.33
11	89.1	96.90
12	98.6	107.26
13	108.1	116.69
14	117.6	126.66
15	127.1	136.20
16	136.6	145.65
17	146.1	155.31
18	155.6	164.02
19	165.1	173.29
20	174.6	182.96
21	184.1	193.40
22	193.6	202.48
