502	2.00	19960422	1	From IR DSDP, 68, p. 19
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	0.20
2	0.4	4.85
3	4.8	8.85
4	9.2	13.62
5	13.6	17.73
6	18.0	21.92
7	22.4	26.90
8	26.8	30.94
9	31.2	35.40
10	35.6	39.82
11	40.0	41.41
12	44.4	44.40
13	48.8	53.00
14	53.2	55.83
15	57.6	61.43
16	62.0	64.59
17	66.4	69.50
18	70.8	73.19
19	75.2	78.87
20	79.6	83.53
21	84.0	87.44
22	88.4	92.32
23	92.8	97.36
24	97.2	101.55
25	101.6	105.94
26	106.0	110.05
27	110.4	112.22
28	114.8	117.20
29	117.3	121.49
30	121.7	125.76
31	126.1	129.34
32	130.5	133.96
33	134.9	136.94
34	139.3	143.44
35	143.7	146.58
36	148.1	151.53
37	152.5	155.75
38	156.9	159.68
39	161.3	163.95
40	165.7	168.06
41	170.1	173.28
42	174.5	178.22
43	178.9	181.61
44	183.3	185.41
45	187.7	189.83
46	192.1	194.06
47	196.5	198.97
48	200.9	202.62
49	205.3	205.75
50	209.7	210.26
