736A	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 8.95 
2	 9 	 14.31 
3	 18.5 	 24.81 
4	 28 	 32.96 
5	 33 	 38 
6	 38 	 42.52 
7	 43 	 48 
8	 48 	 53 
9	 53 	 58.99 
10	 59 	 66.35 
11	 68.5 	 73.28 
12	 73.5 	 79.46 
13	 79.5 	 89 
14	 89 	 98.5 
15	 98.5 	 107.97 
16	 108 	 117.5 
17	 119.5 	 120.88 
18	 127.1 	 127.97 
19	 136.8 	 138.44 
20	 146.4 	 154.8 
21	 155.9 	 164.96 
22	 165.4 	 166.05 
23	 175 	 178.36 
24	 184.6 	 186.79 
25	 194.4 	 194.44 
26	 203.9 	 209.65 
27	 213.5 	 214.76 
28	 223.2 	 223.2 
29	 232.9 	 236.12 
30	 242.6 	 243.17 
