908A	2.00	19970708	1	"From IR ODP, 151, p. 116"
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.45
2	5.4	15.33
3	14.9	23.0
4	24.4	34.24
5	33.9	43.83
6	43.4	53.28
7	52.9	62.87
8	62.4	72.51
9	71.9	80.18
10	81.4	90.77
11	90.0	95.45
12	100.6	106.77
13	110.4	119.45
14	120.0	127.02
15	129.7	134.24
16	139.2	145.92
17	148.7	158.35
18	158.2	167.54
19	167.8	175.83
20	177.4	187.04
21	187.1	196.97
22	196.7	204.83
23	206.3	215.37
24	216.0	225.71
25	225.6	233.92
26	235.2	244.53
27	244.9	252.86
28	254.6	263.66
29	264.2	274.1
30	273.9	283.76
31	283.5	293.33
32	293.2	303.04
33	302.8	312.58
34	312.5	320.52
35	320.2	828.64
36	330.1	336.88
37	340.0	343.32
