762C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 170 	 177.35 
3	 179.5 	 185.6 
4	 189 	 195.64 
5	 198.5 	 200.92 
6	 208 	 214.82 
7	 217.5 	 224.12 
8	 227 	 234.04 
9	 236.5 	 237.65 
10	 246 	 252.17 
11	 255.5 	 264.71 
12	 265 	 274.38 
13	 274.5 	 277.37 
14	 284 	 293.47 
15	 293.5 	 297.83 
16	 303 	 308.49 
17	 312.5 	 320.49 
18	 322 	 331.5 
19	 331.5 	 337.66 
20	 341 	 346.48 
21	 350.5 	 353.45 
22	 360 	 369.13 
23	 369.5 	 373.88 
24	 379 	 380.97 
25	 388.5 	 395.61 
26	 398 	 402.5 
27	 402.5 	 408.79 
28	 412 	 414.1 
29	 421.5 	 426.1 
30	 431 	 436.67 
31	 440.5 	 449.7 
32	 450 	 453.89 
33	 459.5 	 468.23 
34	 469 	 476.99 
35	 478.5 	 481.63 
36	 488 	 488.78 
37	 497.5 	 504.32 
38	 507 	 516.5 
39	 516.5 	 524.44 
40	 526 	 535.5 
41	 535.5 	 545 
42	 545 	 554.5 
43	 554.5 	 561.93 
44	 564 	 573.5 
45	 573.5 	 581.53 
46	 583 	 589.4 
47	 592.5 	 602 
48	 602 	 611.5 
49	 611.5 	 619.84 
50	 621 	 630.5 
51	 630.5 	 639.75 
52	 640 	 649.5 
53	 649.5 	 658.96 
54	 659 	 668.5 
55	 668.5 	 673.6 
56	 678 	 687.5 
57	 687.5 	 691.23 
58	 697 	 705.57 
59	 706.5 	 714.9 
60	 716 	 720.87 
61	 725.5 	 728.87 
62	 735 	 742.88 
63	 744.5 	 747.96 
64	 754 	 759.35 
65	 760 	 760.61 
66	 765 	 770 
67	 770 	 771 
68	 775 	 776.91 
69	 780 	 782.57 
70	 785 	 786.27 
71	 790 	 793.45 
72	 795 	 798.02 
73	 799.5 	 803.51 
74	 804.5 	 808.16 
75	 809.5 	 813.69 
76	 814.5 	 819.5 
77	 819.5 	 829 
78	 829 	 832.13 
79	 838.5 	 843.13 
80	 843.5 	 843.54 
81	 848.5 	 853.38 
82	 853.5 	 858.5 
83	 858.5 	 859.91 
84	 863.5 	 865.01 
85	 873 	 875.61 
86	 882.5 	 888.62 
87	 892 	 894.49 
88	 901.5 	 911 
89	 911 	 918.41 
90	 920.5 	 926.81 
91	 930 	 932.15 
