1196A	2.00	20020626	1	From IR ODP 194, CD-ROM,ch.7,p.119
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	0.88
2	9.6	10.23
3	18.9	19.19
4	28.5	29.47
5	38.2	40.00
6	47.5	48.90
7	56.9	59.13
8	66.5	66.80
9	76.1	78.00
10	85.8	86.98
11	95.4	96.15
12	105.0	106.15
13	114.7	117.27
14	124.3	125.72
15	133.9	134.24
16	143.5	144.13
17	153.1	153.37
18	162.7	166.44
19	172.3	175.24
20	181.9	182.90
21	191.5	192.57
22	201.1	201.49
23	210.7	210.75
24	220.3	220.52
25	229.9	230.55
26	239.6	239.80
27	249.2	249.40
28	258.8	259.02
29	268.4	268.40
30	278.0	278.03
31	287.6	287.87
32	297.3	297.46
33	306.9	308.79
34	316.6	317.61
35	326.3	326.62
36	335.9	336.26
37	345.5	345.96
38	355.1	355.27
39	364.7	364.72
40	374.3	374.30
41	383.9	384.08
42	393.5	393.64
43	403.1	403.15
44	412.7	413.60
45	422.3	422.30
46	431.9	431.90
47	441.5	441.50
48	451.1	452.32
49	460.8	460.80
50	470.4	471.00
51	480.0	484.13
52	489.7	496.44
53	499.3	503.99
54	508.9	510.10
55	518.5	519.66
56	528.1	529.47
57	537.7	540.55
58	547.3	548.37
59	556.9	557.85
60	566.6	567.29
61	576.2	577.83
62	585.8	586.25
63	595.5	597.62
64	605.1	608.87
65	614.7	619.85
66	624.4	629.05
67	633.7	635.21
68	643.4	643.44
69	653.0	653.00
70	662.6	667.22
