764B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 0 
2	 40 	 44.42 
3	 45 	 46.99 
4	 50 	 50.68 
5	 55 	 56.67 
6	 60 	 61.34 
7	 65 	 67.09 
8	 70 	 72.52 
9	 79.5 	 80 
10	 89 	 89.36 
11	 98.5 	 99.75 
12	 108 	 108.5 
13	 117.5 	 117.67 
14	 127 	 127.17 
15	 136.5 	 136.65 
16	 146 	 146.26 
17	 155.5 	 155.5 
18	 160.5 	 160.74 
19	 165.5 	 165.66 
20	 175 	 176.2 
21	 184.5 	 184.82 
22	 194 	 196.1 
23	 203.5 	 204.92 
24	 213 	 214.5 
25	 222.5 	 223.5 
26	 232 	 232.6 
27	 241.5 	 242.7 
28	 251 	 255.28 
29	 260.5 	 261.54 
30	 270 	 271.26 
31	 279.5 	 289.44 
