690C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 6.1 
2	 6.1 	 15.8 
3	 15.8 	 25.5 
4	 25.5 	 35.09 
5	 35.2 	 44.9 
6	 44.9 	 54.6 
7	 54.6 	 64.3 
8	 64.3 	 74 
9	 74 	 83.6 
10	 83.6 	 92.01 
11	 204.2 	 209.73 
12	 213.9 	 218.06 
13	 223.6 	 232.58 
14	 233.2 	 240.99 
15	 242.9 	 252.5 
16	 252.5 	 258.23 
17	 261.8 	 266.83 
18	 271.4 	 278.37 
19	 281.1 	 290.71 
20	 290.8 	 300.4 
21	 300.4 	 308.12 
22	 310.1 	 317 
23	 319.7 	 320.2 
24	 320.2 	 321.2 
