951A	2.00	19981026	1	From IR ODP 157, p.109-111
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	4.88
2	4.8	14.59
3	14.3	24.01
4	23.8	33.14
5	33.3	43.11
6	42.8	52.04
7	52.3	61.17
8	61.8	70.70
9	71.3	80.92
10	80.8	90.40
11	90.3	99.87
12	99.8	108.87
13	109.3	118.08
14	118.8	125.96
15	125.0	132.42
16	131.2	140.93
17	140.8	150.56
18	150.5	160.40
19	160.1	170.04
20	169.8	179.72
21	179.4	188.35
22	189.1	199.02
23	198.7	206.31
24	208.4	217.93
25	218.0	227.95
26	227.7	236.55
27	237.3	243.08
28	247.0	256.92
