1168C	2.00	20020819	1	From IR ODP 189, CD-ROM,ch.3,p.121
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	9.99
2	9.5	19.35
3	19.0	28.45
4	28.5	38.50
5	38.0	47.62
6	47.5	56.29
7	57.0	63.07
8	66.5	73.75
9	76.0	85.96
10	85.5	94.70
11	95.0	102.75
12	104.5	114.46
13	114.0	117.49
14	177.7	124.92
15	127.3	133.59
16	136.9	140.77
17	146.5	149.24
18	156.1	122.22
19	165.7	173.42
20	175.3	181.52
21	185.0	191.48
22	194.7	203.72
23	204.3	233.95
24	213.9	220.71
25	223.5	231.27
26	233.2	240.89
27	242.5	252.22
28	252.1	261.95
29	261.7	271.68
30	271.3	280.86
31	280.9	289.96
