84	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 9.1 
2	 9.2 	 18.3 
3	 18.3 	 27.4 
4	 27.4 	 36.5 
5	 36.6 	 45.7 
6	 45.7 	 50.6 
7	 54.9 	 64 
8	 64 	 73.1 
9	 73.2 	 82.3 
10	 82.3 	 91.4 
11	 91.4 	 100.5 
12	 100.6 	 109.7 
13	 109.7 	 118.8 
14	 118.9 	 126.5 
15	 128 	 130.7 
16	 137.2 	 146.3 
17	 146.3 	 150.3 
18	 155.5 	 160.7 
19	 164.6 	 173.1 
20	 173.7 	 182.8 
21	 182.9 	 189.3 
22	 192 	 199.9 
23	 201.2 	 209.1 
24	 210.3 	 215.2 
25	 219.5 	 225 
26	 228.6 	 236.2 
27	 237.8 	 246.9 
28	 246.9 	 250.9 
29	 250.9 	 251.1 
30	 253.6 	 253.9 
