724C	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.8 
2	 2.8 	 12.2 
3	 12.2 	 21.7 
4	 21.7 	 31.2 
5	 31.2 	 40.8 
6	 40.8 	 49.74 
7	 50.5 	 59.28 
8	 60.2 	 68.72 
9	 69.8 	 79.37 
10	 79.4 	 87.16 
11	 89 	 98.6 
12	 98.6 	 108.3 
13	 108.3 	 117.8 
14	 117.8 	 126.21 
15	 127.4 	 137 
16	 137 	 146.6 
17	 146.6 	 156.3 
18	 156.3 	 165.63 
19	 165.9 	 169.31 
20	 175.5 	 184.59 
21	 185.2 	 191.06 
22	 194.8 	 204.5 
23	 204.5 	 214.1 
24	 214.1 	 223.7 
25	 223.7 	 232.79 
26	 233.4 	 242.9 
27	 242.9 	 252.4 
