999B	2.00	20000531	1	From IR ODP 165, p.137
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	543.4	543.40
2	553.2	553.20
3	562.9	562.90
4	565.5	565.50
5	572.6	574.88
6	577.2	582.91
7	582.2	592.18
8	591.8	599.04
9	601.5	611.38
10	611.1	612.26
11	620.7	626.85
12	630.3	640.32
13	639.9	647.86
14	649.5	659.22
15	659.1	662.64
16	668.8	678.73
17	672.4	672.40
18	678.4	678.41
19	681.9	682.20
20	684.9	687.97
21	687.9	697.00
22	697.6	706.42
23	707.2	715.42
24	716.9	724.46
25	726.6	735.75
26	736.3	744.51
27	746.0	754.38
28	755.7	764.55
29	765.4	774.01
30	775.1	781.55
31	784.9	790.71
32	794.8	796.56
33	804.7	812.38
34	814.5	821.78
35	824.1	829.01
36	833.7	838.73
37	843.3	848.46
38	852.9	858.52
39	862.6	870.15
40	872.2	881.27
41	881.9	886.12
42	886.5	890.85
43	891.5	897.71
44	901.1	909.81
45	910.7	920.00
46	920.3	928.94
47	930.0	939.06
48	939.6	949.28
49	949.2	958.72
50	958.8	967.53
51	968.4	976.91
52	978.1	986.56
53	987.7	997.59
54	997.4	1005.34
55	1007.1	1016.60
56	1016.7	1026.49
57	1026.3	1034.20
58	1035.9	1042.79
59	1045.5	1049.42
60	1050.1	1054.50
61	1055.1	1064.42
62	1064.8	1066.58
63	1066.4	1066.51
