822A	2.00	19970722	1	"From IR ODP, 133, p. 618"
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	0.93
2	0.9	10.58
3	10.4	20.3
4	19.9	29.7
5	29.4	39.29
6	38.9	47.9
7	48.4	58.53
8	57.9	68.09
9	67.4	78.14
10	76.9	88.06
11	86.4	96.49
12	95.9	104.21
13	105.7	112.77
14	115.4	122.97
15	125.0	132.19
16	134.6	139.92
17	144.3	154.13
18	154.0	160.13
19	163.7	170.01
20	173.3	182.88
21	182.6	191.72
22	192.2	197.29
23	201.5	216.53
24	211.2	218.85
25	220.9	229.02
26	230.5	235.78
27	240.2	249.13
28	249.8	256.10
29	259.5	268.19
30	269.1	279.12
31	278.8	289.27
32	288.4	296.18
33	298.1	307.99
34	307.8	312.94
35	317.5	324.79
36	327.0	335.64
37	336.6	346.99
38	346.3	355.09
39	355.9	363.04
40	365.5	373.94
41	375.1	381.88
42	384.8	394.24
43	394.5	400.21
44	400.0	407.96
45	404.9	415.10
46	414.6	424.96
47	424.3	434.40
