1001B	2.00	20000605	1	From IR ODP 165, p.301
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	25.3	29.07
2	150.3	158.76
3	206.5	208.23
4	216.0	217.99
5	225.6	229.03
6	235.3	239.53
7	244.9	253.95
8	254.5	260.47
9	264.1	267.05
10	273.7	277.54
11	283.4	288.74
12	292.9	301.90
13	302.6	312.35
14	312.2	320.89
15	321.8	328.96
16	331.4	340.89
17	341.1	347.05
18	348.0	354.26
19	356.3	360.01
20	362.3	370.75
21	372.0	380.46
22	379.6	388.92
23	389.2	398.48
24	398.8	404.19
25	408.4	415.07
26	418.0	423.01
27	427.6	433.48
28	437.2	439.55
29	446.8	450.53
30	457.4	464.62
31	468.0	476.72
32	478.7	488.63
