787B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 2.3 
2	 2.3 	 7.59 
3	 11.9 	 15.51 
4	 21.4 	 21.86 
5	 30.9 	 31.29 
6	 40.3 	 42.5 
7	 49.8 	 51.6 
8	 59.3 	 59.87 
9	 69 	 72.48 
10	 78.7 	 82.56 
11	 88.4 	 91.78 
12	 98.1 	 100.59 
13	 107.8 	 111.58 
14	 117.5 	 121.71 
15	 127.2 	 133.96 
16	 136.8 	 143.23 
17	 146.5 	 153.96 
18	 156.2 	 160.47 
19	 165.8 	 175.26 
20	 175.5 	 181.32 
21	 185.1 	 194.8 
22	 194.8 	 195.78 
23	 204.4 	 212.09 
24	 214.1 	 223.7 
25	 223.7 	 231.92 
26	 233.4 	 241.08 
27	 243 	 248.32 
28	 252.7 	 260.71 
29	 262.4 	 270.02 
30	 272 	 279.68 
31	 281.7 	 283.57 
32	 291.3 	 293.9 
33	 300.8 	 303.48 
34	 310.5 	 312.39 
