1149B	2.00	20020827	1	From IR ODP 185, CD-ROM,ch.4,p.146
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	151.1	154.89
2	160.6	161.36
3	170.3	180.03
4	180.0	180.33
5	189.4	189.52
6	198.7	199.02
7	203.7	204.13
8	208.1	208.19
9	217.4	217.80
10	226.8	227.01
11	236.3	236.52
12	245.4	245.54
13	254.6	254.72
14	263.9	263.97
15	273.3	273.33
16	282.3	283.41
17	292.0	292.22
18	301.6	302.70
19	311.3	312.57
20	320.9	322.12
21	330.5	330.67
22	340.1	341.08
23	349.7	349.97
24	359.2	359.86
25	368.7	368.95
26	378.1	378.83
27	387.6	388.49
28	397.1	399.47
29	406.8	409.96
30	416.4	419.59
31	426.0	427.25
32	435.6	436.72
