1172D	2.00	20020820	1	From IR ODP 189, CD-ROM,ch.7,p.104
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	343.6	343.60
2	353.2	363.02
3	362.8	372.69
4	497.4	505.43
5	507.0	513.02
6	516.6	522.71
7	526.2	535.30
8	535.8	544.04
9	545.4	565.03
10	555.1	564.37
11	564.7	573.61
12	574.3	584.32
13	583.9	593.68
14	593.5	601.92
15	603.1	613.00
16	612.7	619.08
17	622.3	632.26
18	631.9	639.58
19	641.5	645.96
20	651.1	660.90
21	660.7	667.26
22	670.3	673.09
23	680.0	682.11
24	689.7	699.08
25	699.3	709.23
26	708.9	717.42
27	718.5	726.27
28	728.1	737.25
29	737.7	745.46
30	747.3	747.41
31	756.9	766.19
