907B	2.00	19991013 	From IR ODP 162, p.227
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.67
2	2.7	12.71
3	12.2	22.10
4	21.7	31.58
5	31.2	41.12
6	40.7	50.65
7	50.2	60.15
8	59.7	69.49
9	69.2	78.99
10	78.7	88.52
11	88.2	97.93
12	97.7	107.55
13	107.2	117.08
14	116.7	126.69
15	126.2	136.04
16	135.7	145.36
17	145.2	155.09
18	154.7	164.44
19	164.2	174.13
20	173.7	183.51
21	183.2	193.23
22	192.7	202.35
23	202.2	212.08
