417D	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 5.53 
2	 0 	 .01 
3	 125.4 	 125.6 
4	 135 	 135 
5	 144.5 	 145.39 
6	 192 	 192 
7	 201.5 	 204.7 
8	 211.1 	 212. 
9	 220.5 	 223.2 
10	 229.9 	 234.5 
11	 239.2 	 239.6 
12	 248.6 	 254.86 
13	 258.2 	 260.23 
14	 267.7 	 275.47 
15	 277.3 	 279.63 
16	 286.8 	 288 
17	 296.3 	 301.16 
18	 305.9 	 309 
19	 315.4 	 318.4 
20	 325 	 328.06 
21	 334.5 	 339.64 
22	 344 	 350.6 
23	 353.5 	 353.73 
24	 357.1 	 357.26 
25	 357.3 	 357.5 
26	 357.5 	 364.77 
27	 366.6 	 373.98 
28	 375.7 	 384.1 
29	 384.8 	 392.75 
30	 393.9 	 402.65 
31	 403 	 409.15 
32	 412.1 	 420. 
33	 421.1 	 427.95 
34	 429.5 	 437.8 
35	 437.8 	 445.5 
36	 445.5 	 451 
37	 451 	 458.3 
38	 458.3 	 464.66 
39	 464.7 	 471 
40	 471 	 474.33 
41	 475.6 	 484.7 
42	 484.7 	 492.19 
43	 493.8 	 502.3 
44	 502.9 	 508.2 
45	 512 	 514.51 
46	 521.1 	 521.1 
47	 530.2 	 530.2 
48	 532 	 535.28 
49	 539 	 542.45 
50	 545 	 547.29 
51	 548.5 	 548.62 
52	 558 	 567.01 
53	 567.5 	 570 
54	 577 	 585.07 
55	 586.5 	 592.09 
56	 596 	 596.43 
57	 605.5 	 610.5 
58	 615 	 620.23 
59	 624 	 631.91 
60	 633 	 639 
61	 639 	 639.85 
62	 642 	 651 
63	 651 	 658.6 
64	 660 	 667.61 
65	 669 	 676.24 
66	 678 	 685.1 
67	 687 	 695.48 
68	 696 	 703.7 
69	 705 	 706.77 
