673B	2.00	19911009	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 7.6 
2	 7.6 	 17.1 
3	 17.1 	 26.6 
4	 26.6 	 36.1 
5	 36.1 	 45.6 
6	 45.6 	 55.1 
7	 55.1 	 61.77 
8	 64.6 	 71.45 
9	 74.1 	 80.8 
10	 83.6 	 87.61 
11	 93.1 	 95.93 
12	 102.6 	 107.45 
13	 112.1 	 116.14 
14	 121.6 	 128.51 
15	 131.1 	 140.6 
16	 140.6 	 149.16 
17	 150.1 	 156.2 
18	 159.6 	 164.75 
19	 169.1 	 178.22 
20	 178.6 	 180.28 
21	 188.1 	 190.32 
22	 197.6 	 201.66 
23	 207.1 	 215.34 
24	 216.6 	 226.1 
25	 226.1 	 232.57 
26	 235.6 	 239.49 
27	 245.1 	 247.3 
28	 254.6 	 264.1 
29	 264.1 	 273.6 
30	 273.6 	 283.1 
31	 283.1 	 292.6 
32	 292.6 	 302 
33	 302.1 	 306.13 
34	 311.6 	 321.1 
35	 321.1 	 329.52 
