288A	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 267 	 271.4 
2	 305 	 306.9 
3	 343 	 345.5 
4	 381 	 383.1 
5	 419 	 419.9 
6	 457 	 460.1 
7	 495 	 495 
8	 533 	 535 
9	 571 	 580.5 
10	 609 	 612 
11	 647 	 649.6 
12	 685 	 685.9 
13	 704 	 704.3 
14	 723 	 723.8 
15	 742 	 744.1 
16	 761 	 762.4 
17	 780 	 780.2 
18	 799 	 799.2 
19	 818 	 818.5 
20	 846.5 	 850.6 
21	 856 	 859.5 
22	 865.5 	 867.2 
23	 875 	 879 
24	 884.5 	 886.3 
25	 894 	 895.1 
26	 913 	 914.5 
27	 932 	 933.6 
28	 951 	 952.2 
29	 970 	 971.2 
30	 979.5 	 980.7 
