1039B	2.00	20010611	1	From IR ODP 170, p.51
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	2.02
2	2.0	11.87
3	11.5	20.46
4	21.0	31.05
5	30.5	40.38
6	40.0	49.80
7	49.5	59.50
8	59.0	68.91
9	68.5	78.40
10	78.0	88.01
11	87.5	97.40
12	97.0	106.75
13	103.5	113.13
14	113.1	122.73
15	122.7	132.46
16	132.2	141.79
17	141.8	151.21
18	151.4	160.99
19	161.1	170.75
20	170.6	180.38
21	180.2	189.89
22	189.8	198.67
23	199.5	208.79
24	209.1	218.45
25	218.7	228.31
26	228.4	238.03
27	238.0	247.59
28	247.7	258.30
29	257.4	266.87
30	267.1	274.18
31	276.7	286.29
32	286.4	296.16
33	296.0	305.69
34	305.6	315.38
35	315.2	324.88
36	324.8	334.64
37	334.4	344.25
38	344.0	353.87
39	353.6	363.34
40	363.2	371.91
41	372.8	378.18
42	380.8	381.10
