955A	2.00	19981027	1	From IR ODP 157, p.438-443
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0	8.14
2	13.3	17.94
3	17.6	27.71
4	27.1	37.04
5	36.6	46.54
6	46.1	56.15
7	55.6	65.80
8	65.1	75.13
9	74.6	84.97
10	84.1	94.06
11	93.6	103.39
12	103.1	113.13
13	112.6	122.59
14	122.1	132.10
15	131.6	141.57
16	141.1	151.05
17	150.6	160.61
18	160.1	168.90
19	168.9	178.64
20	176.4	184.68
21	186.0	189.16
22	195.5	203.85
23	205.1	209.37
24	214.6	221.41
25	224.3	234.14
26	234.0	243.91
27	243.6	251.65
28	253.3	263.40
29	263.0	272.87
30	272.7	282.60
31	282.2	291.47
32	291.7	301.67
33	301.2	311.12
34	310.8	320.61
35	320.4	330.36
36	330.1	340.00
37	339.6	349.21
38	349.1	358.90
39	358.7	368.42
40	368.3	377.74
41	377.9	386.82
42	387.5	396.95
43	397.2	398.52
44	406.8	415.67
45	416.5	422.64
46	426.2	434.05
47	435.8	445.31
48	445.5	454.41
49	455.2	464.85
50	474.4	482.52
51	474.4	484.09
52	484.1	387.87
53	493.8	499.31
54	503.4	503.61
55	512.9	518.03
56	522.4	527.34
57	532.0	541.69
58	541.6	549.18
59	551.2	560.54
60	560.9	568.56
61	570.5	574.61
62	580.2	590.46
63	589.8	595.45
