604	2.00	19910225	1	Extracted from CD-ROM
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	 0 	 5.29 
2	 6.5 	 8.64 
3	 16.1 	 17.81 
4	 25.7 	 25.8 
5	 35.3 	 38.4 
6	 44.9 	 51.48 
7	 54.5 	 54.8 
8	 64.1 	 66.51 
9	 73.7 	 76.81 
10	 83.3 	 89.93 
11	 92.9 	 101.04 
12	 102.5 	 104.46 
13	 112.1 	 117.74 
14	 121.7 	 129.44 
15	 131.3 	 135.05 
16	 140.9 	 146.67 
17	 150.5 	 156.16 
18	 160.1 	 166.3 
19	 169.7 	 176.6 
20	 179.3 	 182.16 
21	 188.9 	 194.52 
22	 198.5 	 206.41 
23	 208.1 	 213.74 
24	 217.7 	 218.03 
25	 227.3 	 232.19 
26	 236.9 	 240.95 
27	 246.5 	 248 
28	 256.1 	 257.15 
29	 265.7 	 265.7 
30	 275.3 	 275.9 
31	 284.9 	 284.9 
