888B	2.00	19960308	1	From IR ODP, 146, p. 59
CORE	TOP DEPTH	BOTTOM DEPTH OR BASE RECOVERED SEDS
1	0.0	5.39
2	5.5	15.14
3	15.0	25.28
4	24.5	34.78
5	34.0	44.05
6	43.5	43.48
7	53.0	53.14
8	62.5	71.69
9	72.0	81.52
10	81.5	91.51
11	91.0	101.04
12	100.5	108.63
13	108.6	118.52
14	118.1	127.87
15	127.6	137.64
16	137.1	146.95
17	146.6	155.77
18	156.1	162.45
19	165.6	171.99
20	175.1	176.04
21	184.6	185.10
22	194.1	194.23
23	203.6	203.60
24	212.9	217.46
25	217.4	226.50
26	226.9	234.13
27	234.2	243.37
28	243.3	251.77
29	251.8	261.12
30	260.8	267.73
31	267.8	276.85
32	276.8	282.69
33	282.8	292.49
34	292.3	300.48
35	300.5	311.14
36	310.0	319.79
37	319.5	329.67
38	329.0	329.90
39	338.5	338.50
40	348.0	357.07
41	357.0	357.94
42	366.5	367.24
43	376.0	376.03
44	385.5	393.73
45	395.0	398.65
46	404.5	404.50
47	414.0	414.07
48	423.5	423.78
49	433.0	433.00
50	442.5	442.77
51	452.0	452.10
52	452.1	452.45
53	460.5	461.14
54	469.4	471.51
55	478.4	478.68
56	487.3	488.14
57	496.2	501.32
58	505.1	510.73
59	514.0	514.48
60	515.0	515.78
61	522.8	526.88
62	531.7	536.14
63	540.4	546.63
64	549.2	556.65
65	558.1	566.34
